gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
YAL003W,339.878,1.397373,0.35998273,3.166483e-06,0.0001191145
YAL012W,169.7128,1.329831,0.54907679,0.0002888332,0.003973249
YAL014C,22.49004,1.367039,0.41325026,2.328049e-05,0.0005695069
YAL023C,84.96818,1.115197,0.38025933,9.611275e-05,0.001748391
YAL038W,365.1598,1.200464,0.44971328,0.0001905095,0.002980378
YAL065C,94.14755,1.596775,0.54422054,4.837782e-05,0.0009926412
YAR002C-A,73.73389,1.070371,0.32863669,3.38695e-05,0.0007560467
YBL027W,372.7926,1.153855,0.43361202,0.0002084356,0.003144075
YBL042C,66.94461,1.085381,0.36612824,8.960073e-05,0.001641813
YBL072C,410.1082,1.956064,0.48665697,8.766591e-07,4.527424e-05
YBL087C,126.3357,1.212297,0.65186741,0.00121097,0.01186439
YBL092W,690.3767,2.240612,0.54415491,2.721606e-07,1.801638e-05
YBL099W,447.6802,1.033549,0.28917094,1.08382e-05,0.0003100843
YBR011C,135.809,1.683391,0.50498599,1.388556e-05,0.0003863862
YBR030W,83.07708,1.635234,0.32012831,1.472096e-08,1.75901e-06
YBR031W,292.1394,1.793114,0.58484392,2.211194e-05,0.0005522549
YBR035C,82.91147,1.180843,0.32464509,8.171213e-06,0.000254058
YBR067C,1405.866,1.538869,0.48230116,2.690512e-05,0.0006384582
YBR088C,30.617,1.580179,0.69217224,0.0001989415,0.00306924
YBR111C,106.0258,1.172182,0.24169363,4.479282e-08,4.265116e-06
YBR118W,706.2313,1.381809,0.97069579,0.0006170594,0.006963629
YBR181C,321.2528,1.296772,0.41889012,4.832323e-05,0.0009926412
YBR189W,659.2535,1.608835,0.50485128,2.416418e-05,0.0005866793
YBR234C,136.4012,1.288308,0.4922172,0.0001918222,0.002982053
YBR263W,87.69076,1.254097,0.40064029,4.513395e-05,0.0009419393
YCL001W,74.38952,1.089711,0.34188802,4.248482e-05,0.0008958564
YCL005W-A,83.10379,1.000378,0.46137591,0.001050815,0.01058457
YCR031C,367.7796,1.838261,0.61459175,2.336343e-05,0.0005695069
YCR036W,69.07342,1.24365,0.28966478,6.045475e-07,3.377655e-05
YDL022W,101.7176,1.23589,0.31710313,3.033305e-06,0.0001168634
YDL061C,103.4359,1.626841,0.6395573,0.0001086294,0.001918805
YDL075W,595.0307,1.169275,0.28936917,1.6868e-06,7.525328e-05
YDL136W,190.0415,1.307154,0.57773107,0.0004349407,0.005337281
YDL191W,231.4399,1.10188,0.41048552,0.0002093569,0.003150175
YDL229W,126.196,1.392407,0.65612949,0.0004587291,0.005492132
YDL230W,53.21585,1.311444,0.42875691,5.329178e-05,0.001080533
YDR012W,311.6409,1.579746,0.60122426,0.0001033627,0.00183642
YDR025W,306.7931,1.488638,0.3959619,4.663135e-06,0.0001644259
YDR032C,87.08258,1.605974,0.46272892,1.053916e-05,0.0003029976
YDR044W,95.61682,1.216811,0.48933738,0.0003047588,0.004108849
YDR047W,62.44199,1.143638,0.37729176,6.821477e-05,0.001336659
YDR064W,463.7754,1.634631,0.57916736,5.83526e-05,0.001165904
YDR155C,344.3286,1.118292,0.532881,0.000963648,0.009824322
YDR156W,25.03976,1.118232,0.56465621,0.001251347,0.01210429
YDR226W,85.79791,2.006568,0.54319667,2.256541e-06,9.291459e-05
YDR297W,137.6033,1.015962,0.27650878,7.423065e-06,0.0002343843
YDR353W,153.0491,1.096777,0.26024227,7.900576e-07,4.186618e-05
YDR385W,105.8787,1.04242,0.50567838,0.001248412,0.01209511
YDR418W,197.5301,2.158481,0.56330468,9.338348e-07,4.782176e-05
YDR450W,183.5973,1.418425,0.56574392,0.0001964893,0.003046834
YDR454C,55.26719,1.705845,0.39460681,4.523215e-07,2.756447e-05
YDR471W,156.4524,1.540456,0.58794439,0.0001155539,0.0020061
YDR487C,105.2503,1.487635,0.47957456,3.749847e-05,0.0008074759
YDR497C,97.48065,1.333383,0.36043383,6.301239e-06,0.000204254
YDR500C,55.46827,2.159868,0.63901171,3.355317e-06,0.0001246787
YDR524C-B,384.059,1.425817,0.49764645,7.941183e-05,0.001496135
YDR533C,193.785,1.417641,0.4498556,3.575812e-05,0.0007810395
YEL001C,61.38611,1.32266,0.39746436,2.265382e-05,0.0005611886
YEL002C,132.4681,1.261933,0.39055969,3.245557e-05,0.0007380009
YEL009C,292.1272,1.400653,0.6556264,0.000437037,0.005337281
YEL026W,183.8095,1.485396,0.78107204,0.0004437077,0.00536562
YER011W,1085.161,1.91044,0.58185221,9.378314e-06,0.0002787875
YER026C,229.4011,1.720231,0.17348056,2.775129e-24,5.637212e-21
YER056C-A,204.7427,1.370094,0.62989961,0.0004437598,0.00536562
YER060W,46.48254,1.123992,0.27524265,1.39298e-06,6.461313e-05
YER062C,30.98505,1.747797,0.36317067,5.237787e-08,4.81734e-06
YER064C,170.8647,1.472849,0.23257205,1.594604e-11,4.225007e-09
YER086W,45.4147,1.131133,0.35166456,3.729777e-05,0.0008060022
YER102W,667.8677,1.835896,0.41520819,2.451332e-07,1.641584e-05
YER120W,89.63982,1.713979,0.38204552,2.292644e-07,1.570622e-05
YER121W,29.24725,1.600333,0.47896199,1.573016e-05,0.0004260425
YER131W,43.54095,1.685319,0.56157749,3.371752e-05,0.0007554212
YER160C,250.2265,19.61605,1.88222521,1.096036e-25,6.679244e-22
YER177W,501.7545,1.280504,0.36251874,1.162612e-05,0.0003310728
YFL039C,246.1689,1.625327,0.28977544,1.090803e-09,1.899243e-07
YFR025C,28.56752,1.000262,0.49691916,0.001545152,0.01397056
YFR030W,440.122,1.588769,0.34639104,1.709849e-07,1.2554e-05
YFR031C-A,466.0368,1.422291,0.42972258,2.194293e-05,0.0005502889
YFR035W-A,32.30716,1.138826,0.60011161,0.001400255,0.01306762
YFR044C,173.7654,1.149435,0.48838404,0.0004852337,0.005719563
YFR047C,41.33271,1.003123,0.47896275,0.001259137,0.0121411
YFR050C,45.52463,1.779851,0.49379909,5.117269e-06,0.0001775489
YFR053C,721.9527,2.026639,0.2962971,2.523801e-13,1.025336e-10
YGL026C,93.18739,1.110783,0.41273568,0.0002025961,0.003109875
YGL030W,300.123,1.158522,0.75710814,0.002097407,0.01744245
YGL037C,198.881,1.022794,0.39837648,0.0003333483,0.004340651
YGL076C,275.3004,1.750723,0.52581848,1.224342e-05,0.0003454232
YGL103W,379.6223,1.305757,0.58689116,0.0004730355,0.005630232
YGL105W,267.6107,1.242598,0.25336507,3.70343e-08,3.640114e-06
YGL123W,538.2234,1.677783,0.43834778,2.957783e-06,0.0001148072
YGL135W,741.5777,1.128294,0.57667489,0.001281787,0.01228177
YGL158W,83.13713,4.391468,0.53006265,8.598028e-25,2.619819e-21
YGL162W,79.33217,1.659942,0.30112549,1.787034e-09,2.865838e-07
YGL189C,535.754,1.845136,0.48801782,2.543086e-06,0.0001019577
YGL245W,722.2556,1.298745,0.25096607,1.016746e-08,1.2645e-06
YGR034W,552.4228,1.172799,0.64083596,0.001432183,0.01323585
YGR037C,24.29985,1.51974,0.66762014,0.0002421315,0.003521598
YGR066C,12.02351,1.69328,0.55259507,2.824222e-05,0.000659418
YGR078C,28.86086,1.346808,0.52183872,0.0001901423,0.002980378
YGR085C,338.65,1.219718,0.37034888,2.71781e-05,0.0006394724
YGR180C,101.7373,1.202424,0.38884456,5.322721e-05,0.001080533
YGR192C,7506.417,1.283054,0.55804445,0.0004233802,0.005233426
YGR254W,1750.059,2.367114,0.44783135,1.072775e-09,1.899243e-07
YGR260W,94.45114,1.002297,0.30915699,3.792709e-05,0.0008134652
YGR279C,487.7303,1.778533,0.23594519,2.911586e-15,2.217901e-12
YHL033C,89.24236,1.428026,0.45142127,3.405576e-05,0.0007574298
YHR005C-A,38.01833,1.115678,0.31987564,1.443064e-05,0.0003979199
YHR010W,116.7043,1.230561,0.56023039,0.0005992295,0.006825616
YHR019C,209.3357,1.737296,0.44885469,2.31799e-06,9.480425e-05
YHR021C,29.63848,1.490736,0.76420621,0.0004169806,0.005185877
YHR025W,105.1475,1.074088,0.52505376,0.001204452,0.01184792
YHR033W,60.26165,1.305897,0.40699125,3.367152e-05,0.0007554212
YHR049W,79.78114,1.572592,0.39701804,2.105056e-06,9.089466e-05
YHR068W,167.9028,1.903683,0.31079705,3.534747e-11,8.616299e-09
YHR083W,78.548,1.186711,0.35291134,2.185913e-05,0.0005502889
YHR162W,348.5391,1.521295,0.36159636,8.611293e-07,4.485233e-05
YHR163W,38.46655,1.035594,0.52239162,0.00152505,0.01384428
YHR193C,306.0046,1.722592,0.45384769,3.068288e-06,0.0001168634
YHR203C,195.6653,2.257257,0.62602021,1.298997e-06,6.136502e-05
YIL011W,36.87428,1.609213,0.58064579,6.973725e-05,0.00135776
YIL018W,381.9156,1.235693,0.86381842,0.001390605,0.01305754
YIL041W,46.41263,1.201205,0.48181583,0.0003077904,0.004121477
YIL052C,262.5808,1.550169,0.36184154,6.219473e-07,3.414547e-05
YIL124W,80.77045,1.268088,0.35553372,1.034363e-05,0.0003015984
YIL133C,203.2011,1.916201,0.59210801,1.041345e-05,0.0003021883
YIL148W,732.4065,1.058551,0.31865609,2.714492e-05,0.0006394724
YIL172C,31.2418,1.400521,2.33938886,0.0004233211,0.005233426
YIR019C,397.9818,1.436655,0.34703845,1.166461e-06,5.686729e-05
YIR022W,22.10838,1.088939,0.51018165,0.0009453669,0.009666218
YIR034C,54.09712,2.443262,0.47789483,1.939056e-09,3.029899e-07
YIR035C,40.94749,1.028459,0.43902365,0.0006252014,0.007029478
YIR036C,76.96598,1.295827,0.35906428,8.820747e-06,0.0002687681
YJL052W,5414.644,1.873699,0.46682821,1.079735e-06,5.349517e-05
YJL079C,79.76993,2.312442,0.42983122,7.905693e-10,1.50554e-07
YJL134W,106.5569,1.508452,0.3489198,5.440931e-07,3.098788e-05
YJL177W,149.3751,1.336636,0.43314068,4.77704e-05,0.0009868232
YJL190C,143.7799,1.294857,0.62324173,0.0006529811,0.00727471
YJL198W,96.11039,1.209818,0.29584073,1.399562e-06,6.461313e-05
YJR009C,3227.923,1.675794,0.61993217,6.862115e-05,0.001340312
YJR047C,8.614447,1.429927,0.6886738,0.0004409822,0.005363964
YJR070C,45.55184,1.253041,0.57108067,0.0005720772,0.006577808
YJR123W,319.4783,1.680881,0.50012735,1.289218e-05,0.0003620504
YJR145C,505.2774,1.70934,0.57815388,3.55211e-05,0.0007786533
YKL060C,2732.073,1.09545,0.49814151,0.0007964367,0.008470306
YKL096W,72.40107,1.368451,0.47431635,8.21357e-05,0.001535383
YKL096W-A,206.2366,1.931038,0.79314768,4.566328e-05,0.000949734
